	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Protein Family ID(s)	Associated Gene Name
3581	ENSG00000229215	HSCHR6_MHC_APD	29845529	29850151	ENSFM00730001521062	HLA-A
3582	ENSG00000102854	16	810762	818865	ENSFM00260000051093	MSLN
3583	ENSG00000176531	19	43979106	44009087	ENSFM00600000921202	PHLDB3
3584	ENSG00000176956	8	144239331	144242128	ENSFM00560000771895	LY6H
3585	ENSG00000136295	7	2671585	2704436	ENSFM00250000001068	TTYH3
3586	ENSG00000140470	15	100511794	100882210	ENSFM00740001589080	ADAMTS17
3587	ENSG00000257093	7	141356528	141401953	ENSFM00250000006734	KIAA1147
3588	ENSG00000264813	17	61562184	61599209	ENSFM00250000000787	ACE
3589	ENSG00000102054	X	16857406	16888537	ENSFM00250000001976	RBBP7
3590	ENSG00000168619	8	39442008	39587583	ENSFM00740001589229	ADAM18
3591	ENSG00000144134	2	114384806	114400973	ENSFM00270000056578	RABL2A
3592	ENSG00000057757	1	24104895	24114722	ENSFM00500000271415	PITHD1
3593	ENSG00000169813	10	43881065	43904614	ENSFM00740001589125	HNRNPF
3594	ENSG00000155099	8	92006024	92053292	ENSFM00250000004019	TMEM55A
3595	ENSG00000008324	3	42623332	42636606	ENSFM00500000377851	SS18L2
3596	ENSG00000188372	7	76026835	76071388	ENSFM00500000269933	ZP3
3597	ENSG00000039139	5	13690440	13944652	ENSFM00730001521578	DNAH5
3598	ENSG00000145439	4	169784921	169931426	ENSFM00500000272596	CBR4
3599	ENSG00000186575	22	29999545	30094587	ENSFM00750001632408	NF2
3600	ENSG00000173991	17	37820440	37822808	ENSFM00250000009393	TCAP
3601	ENSG00000154611	18	23713816	23773319	ENSFM00500000269875	PSMA8
3602	ENSG00000159256	21	37692487	37758446	ENSFM00250000003084	MORC3
3603	ENSG00000241127	7	39605975	39649919	ENSFM00250000006189	YAE1D1
3604	ENSG00000172568	5	156768608	156772729	ENSFM00250000009969	FNDC9
3605	ENSG00000005059	4	110481361	110609874	ENSFM00250000002939	CCDC109B
3606	ENSG00000124422	17	20902910	20947073	ENSFM00250000002179	USP22
3607	ENSG00000249459	17	18561742	18585575	ENSFM00250000000002	ZNF286B
3608	ENSG00000141744	17	37824234	37826728	ENSFM00500000273479	PNMT
3609	ENSG00000008083	6	15246527	15522252	ENSFM00250000006142	JARID2
3610	ENSG00000125885	20	5931298	5975852	ENSFM00730001522196	MCM8
3611	ENSG00000064607	19	19101697	19144832	ENSFM00250000005667	SUGP2
3612	ENSG00000174080	11	66330934	66336312	ENSFM00480000262773	CTSF
3613	ENSG00000101152	20	62526518	62567384	ENSFM00500000270505	DNAJC5
3614	ENSG00000142700	1	50883222	50889172	ENSFM00500000273060	DMRTA2
3615	ENSG00000115155	2	26680071	26781566	ENSFM00730001521834	OTOF
3616	ENSG00000206491	HSCHR6_MHC_QBL	30514170	30521007	ENSFM00600000921642	PRR3
3617	ENSG00000111452	12	131438452	131626014	ENSFM00730001522556	GPR133
3618	ENSG00000011009	1	24117460	24122029	ENSFM00500000270136	LYPLA2
3619	ENSG00000182851	8	144295068	144299044	ENSFM00500000291006	GPIHBP1
3620	ENSG00000137166	6	41514164	41570122	ENSFM00250000000673	FOXP4
3621	ENSG00000177595	11	799179	809753	ENSFM00250000005165	PIDD
3622	ENSG00000155100	8	92082424	92099323	ENSFM00500000270889	OTUD6B
3623	ENSG00000114857	3	42642106	42690227	ENSFM00730001521912	NKTR
3624	ENSG00000135074	5	156822542	157002783	ENSFM00500000269660	ADAM19
3625	ENSG00000229412	HSCHR6_MHC_DBB	29384997	29408664	ENSFM00730001521233	OR10C1
3626	ENSG00000163795	2	27600098	27603657	ENSFM00300000079164	ZNF513
3627	ENSG00000198399	2	24425733	24583583	ENSFM00250000000789	ITSN2
3628	ENSG00000221836	7	143747461	143748473	ENSFM00560000771007	OR2A5
3629	ENSG00000181638	8	144328991	144344875	ENSFM00570000852736	ZFP41
3630	ENSG00000221933	7	143771275	143772288	ENSFM00560000771007	OR2A25
3631	ENSG00000221858	7	143792141	143793186	ENSFM00560000771007	OR2A12
3632	ENSG00000162949	2	30945637	31043408	ENSFM00250000000112	CAPN13
3633	ENSG00000108448	17	18601311	18639431	ENSFM00680001303656	TRIM16L
3634	ENSG00000166526	7	99661656	99680171	ENSFM00740001589310	ZNF3
3635	ENSG00000221989	7	143806607	143807657	ENSFM00560000771007	OR2A2
3636	ENSG00000172497	5	80625824	80689998	ENSFM00250000003357	ACOT12
3637	ENSG00000175344	15	32322691	32464722	ENSFM00480000262741	CHRNA7
3638	ENSG00000221938	7	143826151	143827162	ENSFM00560000771007	OR2A14
3639	ENSG00000129990	19	55682567	55691809	ENSFM00720001492031	SYT5
3640	ENSG00000225932	7	143880559	143883146	ENSFM00250000002588	CTAGE4
3641	ENSG00000114378	3	50337320	50349812	ENSFM00250000000550	HYAL1
3642	ENSG00000185104	1	50905150	51425935	ENSFM00250000003774	FAF1
3643	ENSG00000115520	2	198318147	198340032	ENSFM00250000002643	COQ10B
3644	ENSG00000154227	15	100940600	101085200	ENSFM00730001521585	CERS3
3645	ENSG00000143466	1	206643791	206670223	ENSFM00250000003276	IKBKE
3646	ENSG00000138794	4	110609785	110624739	ENSFM00730001522347	CASP6
3647	ENSG00000144711	3	12938719	13114617	ENSFM00250000001463	IQSEC1
3648	ENSG00000212807	7	143929004	143929936	ENSFM00560000771007	OR2A42
3649	ENSG00000154447	4	170015407	170192256	ENSFM00250000001224	SH3RF1
3650	ENSG00000155876	9	19049372	19051019	ENSFM00250000003636	RRAGA
3651	ENSG00000243896	7	143955700	143956815	ENSFM00560000771007	OR2A7
3652	ENSG00000186994	19	8387468	8408146	ENSFM00670001235382	KANK3
3653	ENSG00000071282	3	8543393	8609805	ENSFM00730001522088	LMCD1
3654	ENSG00000130385	X	50653784	50659607	ENSFM00300000079224	BMP15
3655	ENSG00000261301	HG7_PATCH	141618617	141619709	ENSFM00730001521377	OR9A4
3656	ENSG00000122824	X	51075083	51080377	ENSFM00250000002183	NUDT10
3657	ENSG00000162006	16	819428	833370	ENSFM00260000051447	MSLNL
3658	ENSG00000258472	17	26782770	26941215	ENSFM00400000132080	RP11-192H23.4
3659	ENSG00000198276	20	62571186	62587769	ENSFM00730001521563	UCKL1
3660	ENSG00000197681	17	36337711	36358166	ENSFM00500000270385	TBC1D3
3661	ENSG00000260501	HG79_PATCH	136223749	136226961	ENSFM00750001632337	RPL7A
3662	ENSG00000169891	X	16964814	17171395	ENSFM00400000131935	REPS2
3663	ENSG00000203791	10	126436718	126480439	ENSFM00500000272591	METTL10
3664	ENSG00000234347	HSCHR6_MHC_DBB	29393220	29424782	ENSFM00720001492021	OR11A1
3665	ENSG00000105419	19	47906381	47922780	ENSFM00730001521384	MEIS3
3666	ENSG00000172915	13	35516424	36247159	ENSFM00730001521650	NBEA
3667	ENSG00000068120	17	40713485	40718295	ENSFM00440000236932	COASY
3668	ENSG00000106976	9	130965658	131017527	ENSFM00520000517792	DNM1
3669	ENSG00000132470	17	73717408	73753899	ENSFM00740001589407	ITGB4
3670	ENSG00000261180	HG7_PATCH	141627157	141646807	ENSFM00430000230340	CLEC5A
3671	ENSG00000145604	5	36152091	36184421	ENSFM00250000004219	SKP2
3672	ENSG00000132768	1	44435672	44439041	ENSFM00500000271816	DPH2
3673	ENSG00000182791	11	66357640	66360554	ENSFM00250000008941	CCDC87
3674	ENSG00000264668	8	144329280	144358573	ENSFM00570000852736	ZFP41
3675	ENSG00000159259	21	37757676	37791313	ENSFM00260000051025	CHAF1B
3676	ENSG00000113971	3	132276986	132441303	ENSFM00250000004673	NPHP3
3677	ENSG00000167244	11	2150342	2170833	ENSFM00500000271817	IGF2
3678	ENSG00000105894	7	136912088	137028611	ENSFM00500000271647	PTN
3679	ENSG00000260696	HG7_PATCH	141672431	141673573	ENSFM00320000100216	TAS2R38
3680	ENSG00000221970	7	144015218	144016150	ENSFM00560000771007	OR2A1
3681	ENSG00000196368	X	51232863	51239448	ENSFM00250000002183	NUDT11
3682	ENSG00000182810	16	68055179	68057770	ENSFM00350000105518	DDX28
3683	ENSG00000258864	5	112162910	112203279	ENSFM00660001172195	CTC-554D6.1
3684	ENSG00000109610	4	24791534	24802464	ENSFM00500000273691	SOD3
3685	ENSG00000100084	22	19318221	19435224	ENSFM00500000270917	HIRA
3686	ENSG00000173992	11	66360292	66373490	ENSFM00500000272126	CCS
3687	ENSG00000250571	8	144349603	144359101	ENSFM00740001589310	GLI4
3688	ENSG00000232984	HSCHR6_MHC_DBB	29424892	29432039	ENSFM00430000230074	OR2H1
3689	ENSG00000081051	4	74296855	74321891	ENSFM00250000001052	AFP
3690	ENSG00000227322	HSCHR6_MHC_COX	33082997	33090260	ENSFM00720001492019	RXRB
3691	ENSG00000007376	16	834974	838397	ENSFM00250000007849	RPUSD1
3692	ENSG00000231925	6	33267471	33282164	ENSFM00250000004266	TAPBP
3693	ENSG00000182545	14	20973696	20979328	ENSFM00250000008336	RNASE10
3694	ENSG00000050327	7	144052381	144077725	ENSFM00740001589196	ARHGEF5
3695	ENSG00000153291	6	46620678	46645930	ENSFM00500000270868	SLC25A27
3696	ENSG00000135617	2	73455134	73460366	ENSFM00250000008487	PRADC1
3697	ENSG00000100580	14	77801364	77843452	ENSFM00500000272421	TMED8
3698	ENSG00000137714	11	110300607	110335605	ENSFM00500000272813	FDX1
3699	ENSG00000170627	12	54849734	54867386	ENSFM00500000273200	GTSF1
3700	ENSG00000095739	10	28966271	28971868	ENSFM00250000006941	BAMBI
3701	ENSG00000261791	HG7_PATCH	141811549	141921088	ENSFM00730001521472	RP11-1220K2.2
3702	ENSG00000214787	11	59968726	60010561	ENSFM00500000303119	MS4A4E
3703	ENSG00000181982	4	24807739	24981826	ENSFM00250000005268	CCDC149
3704	ENSG00000167772	19	8428173	8439257	ENSFM00670001235634	ANGPTL4
3705	ENSG00000204410	6	31707725	31732622	ENSFM00440000236924	MSH5
3706	ENSG00000206490	HSCHR6_MHC_QBL	30528662	30554466	ENSFM00740001589103	ABCF1
3707	ENSG00000170035	2	181831975	181941312	ENSFM00730001521550	UBE2E3
3708	ENSG00000185730	8	144371846	144380231	ENSFM00250000000002	ZNF696
3709	ENSG00000129873	Y	19989290	19992100	ENSFM00500000270079	CDY2B
3710	ENSG00000189369	X	51486481	51489324	ENSFM00730001521443	GSPT2
3711	ENSG00000188655	14	21024252	21029090	ENSFM00500000274249	RNASE9
3712	ENSG00000174276	11	64883875	64885170	ENSFM00500000274850	ZNHIT2
3713	ENSG00000125046	3	8661086	8786726	ENSFM00250000007920	SSUH2
3714	ENSG00000100583	14	77843032	77857840	ENSFM00250000009988	SAMD15
3715	ENSG00000096092	6	52535907	52551386	ENSFM00670001237272	TMEM14A
3716	ENSG00000187772	6	105404923	105531207	ENSFM00250000003155	LIN28B
3717	ENSG00000140009	14	64550950	64804830	ENSFM00730001521652	ESR2
3718	ENSG00000141384	18	23805900	23971649	ENSFM00740001589279	TAF4B
3719	ENSG00000006451	7	39663082	39747723	ENSFM00500000270233	RALA
3720	ENSG00000123080	1	51426417	51440305	ENSFM00500000272849	CDKN2C
3721	ENSG00000198142	2	110371911	110376563	ENSFM00500000274338	SOWAHC
3722	ENSG00000237330	1	1006346	1009687	ENSFM00670001237808	RNF223
3723	ENSG00000136653	1	206680879	206762616	ENSFM00250000001616	RASSF5
3724	ENSG00000105755	19	44010871	44031396	ENSFM00250000005478	ETHE1
3725	ENSG00000272869	5	112196885	112228776	ENSFM00580000906412	CTC-487M23.8
3726	ENSG00000144381	2	198351305	198381461	ENSFM00250000001409	HSPD1
3727	ENSG00000197150	7	150725510	150744869	ENSFM00730001521332	ABCB8
3728	ENSG00000149806	11	64888100	64889945	ENSFM00600000921470	FAU
3729	ENSG00000164134	4	140222609	140341187	ENSFM00250000001517	NAA15
3730	ENSG00000260736	HG7_PATCH	141951963	141957878	ENSFM00500000273929	PRSS58
3731	ENSG00000159261	21	37832919	37948867	ENSFM00670001235856	CLDN14
3732	ENSG00000123739	4	110631145	110651233	ENSFM00500000272796	PLA2G12A
3733	ENSG00000112276	6	105544697	105585049	ENSFM00500000271286	BVES
3734	ENSG00000244067	6	52614897	52628367	ENSFM00270000056439	GSTA2
3735	ENSG00000080031	19	55692616	55720874	ENSFM00310000089006	PTPRH
3736	ENSG00000224982	12	120031264	120079363	ENSFM00670001238947	TMEM233
3737	ENSG00000260309	HG7_PATCH	142000747	142001255	ENSFM00670001275880	TRBV2
3738	ENSG00000171813	10	134210672	134231367	ENSFM00500000274951	PWWP2B
3739	ENSG00000143951	2	63348518	64054977	ENSFM00250000005046	WDPCP
3740	ENSG00000260222	HG7_PATCH	142008365	142008871	ENSFM00670001241199	TRBV3-1
3741	ENSG00000115607	2	103035149	103069025	ENSFM00500000272542	IL18RAP
3742	ENSG00000064300	17	47572655	47592379	ENSFM00250000002440	NGFR
3743	ENSG00000174945	7	2719156	2815134	ENSFM00500000273699	AMZ1
3744	ENSG00000243660	10	43932282	43991517	ENSFM00500000289683	ZNF487
3745	ENSG00000015568	2	110550335	110615272	ENSFM00500000270422	RGPD5
3746	ENSG00000144021	2	96931870	96939087	ENSFM00260000050948	CIAO1
3747	ENSG00000162302	11	64126620	64139687	ENSFM00740001589238	RPS6KA4
3748	ENSG00000176472	19	44029649	44040282	ENSFM00500000274360	ZNF575
3749	ENSG00000261941	HG414_PATCH	76813883	76814375	ENSFM00670001236923	OMP
3750	ENSG00000123091	1	51701943	51739127	ENSFM00260000051011	RNF11
3751	ENSG00000179111	17	8023908	8027410	ENSFM00500000276056	HES7
3752	ENSG00000065883	7	39989636	40136733	ENSFM00740001589258	CDK13
3753	ENSG00000157680	7	137065783	137531838	ENSFM00730001521936	DGKI
3754	ENSG00000205089	5	132083137	132089856	ENSFM00250000004871	CCNI2
3755	ENSG00000159263	21	38071433	38122218	ENSFM00730001522155	SIM2
3756	ENSG00000137727	11	110447766	110583912	ENSFM00500000270859	ARHGAP20
3757	ENSG00000091164	18	54264439	54318831	ENSFM00500000271170	TXNL1
3758	ENSG00000168090	7	99686577	99689823	ENSFM00250000007478	COPS6
3759	ENSG00000152779	10	91190051	91316398	ENSFM00730001522464	SLC16A12
3760	ENSG00000185236	19	8454865	8469318	ENSFM00500000269744	RAB11B
3761	ENSG00000235443	HSCHR6_MHC_APD	29963516	29969520	ENSFM00500000272733	ZNRD1
3762	ENSG00000183475	15	101142739	101191910	ENSFM00260000050974	ASB7
3763	ENSG00000072736	16	68118654	68263162	ENSFM00260000050482	NFATC3
3764	ENSG00000214954	8	92114060	92231464	ENSFM00520000518016	LRRC69
3765	ENSG00000184307	3	113666748	113684248	ENSFM00250000006295	ZDHHC23
3766	ENSG00000160695	11	118938403	118952688	ENSFM00250000005369	VPS11
3767	ENSG00000153820	2	228844666	229046361	ENSFM00250000003911	SPHKAP
3768	ENSG00000089248	12	112451120	112461255	ENSFM00250000008476	ERP29
3769	ENSG00000175003	6	160542821	160579750	ENSFM00730001522106	SLC22A1
3770	ENSG00000115241	2	27604061	27632554	ENSFM00500000270946	PPM1G
3771	ENSG00000168542	2	189839046	189877472	ENSFM00250000000184	COL3A1
3772	ENSG00000143486	1	206744620	206785904	ENSFM00250000003116	EIF2D
3773	ENSG00000007216	17	26800311	26824799	ENSFM00250000000477	SLC13A2
3774	ENSG00000128918	15	58245622	58790065	ENSFM00730001521185	ALDH1A2
3775	ENSG00000127586	16	838046	850737	ENSFM00500000270972	CHTF18
3776	ENSG00000073050	19	44047192	44084625	ENSFM00500000271954	XRCC1
3777	ENSG00000179222	X	51546103	51645453	ENSFM00500000269827	MAGED1
3778	ENSG00000229685	HSCHR6_MHC_DBB	33010288	33026494	ENSFM00730001521438	HLA-DPA1
3779	ENSG00000161395	17	37827375	37853050	ENSFM00500000271435	PGAP3
3780	ENSG00000196700	20	62588055	62680113	ENSFM00250000003883	ZNF512B
3781	ENSG00000131174	X	77154935	77162870	ENSFM00670001240127	COX7B
3782	ENSG00000047634	X	17755588	17773105	ENSFM00250000019922	SCML1
3783	ENSG00000228515	HSCHR6_MHC_DBB	29454408	29455672	ENSFM00500000288123	MAS1L
3784	ENSG00000125445	17	73257755	73262454	ENSFM00250000006601	MRPS7
3785	ENSG00000260380	HG1032_PATCH	190861943	190884359	ENSFM00250000004017	FRG1
3786	ENSG00000117410	1	44440159	44443967	ENSFM00670001235438	ATP6V0B
3787	ENSG00000132182	3	13357737	13461809	ENSFM00250000001437	NUP210
3788	ENSG00000118160	19	47931274	47975425	ENSFM00710001441664	SLC8A2
3789	ENSG00000146192	6	36973422	36996846	ENSFM00500000269831	FGD2
3790	ENSG00000138442	2	203739505	203879521	ENSFM00250000004615	WDR12
3791	ENSG00000180251	2	103089762	103150431	ENSFM00250000000323	SLC9A4
3792	ENSG00000129965	11	2153768	2182439	ENSFM00600000923393	INS-IGF2
3793	ENSG00000173826	17	61600695	61626338	ENSFM00730001521633	KCNH6
3794	ENSG00000124357	2	71291474	71306935	ENSFM00250000006339	NAGK
3795	ENSG00000159267	21	38123189	38362536	ENSFM00250000006224	HLCS
3796	ENSG00000260155	HG1032_PATCH	190992387	190993946	ENSFM00500000274449	DUX4L7
3797	ENSG00000110079	11	60048014	60076445	ENSFM00500000276003	MS4A4A
3798	ENSG00000164402	5	132086509	132142933	ENSFM00350000105408	SEPT8
3799	ENSG00000261755	HG1032_PATCH	190995680	190997180	ENSFM00500000274449	DUX4L6
3800	ENSG00000162298	11	64889252	64902004	ENSFM00500000271553	SYVN1
3801	ENSG00000260376	HG1032_PATCH	190998973	191000255	ENSFM00500000274449	DUX4L5
3802	ENSG00000100314	22	30116073	30127828	ENSFM00260000050810	CABP7
3803	ENSG00000130590	20	62605466	62611361	ENSFM00500000273991	SAMD10
3804	ENSG00000165240	X	77166194	77305892	ENSFM00740001589105	ATP7A
3805	ENSG00000184254	15	101417919	101456831	ENSFM00730001521185	ALDH1A3
3806	ENSG00000113555	5	141323150	141349304	ENSFM00730001521426	PCDH12
3807	ENSG00000132429	6	105606155	105627870	ENSFM00500000270425	POPDC3
3808	ENSG00000260665	HG1032_PATCH	191002273	191003549	ENSFM00500000274449	DUX4L4
3809	ENSG00000214102	7	141408153	141431071	ENSFM00500000270279	WEE2
3810	ENSG00000233314	HSCHR6_MHC_APD	29971320	29974944	ENSFM00670001236638	PPP1R11
3811	ENSG00000261784	HG1032_PATCH	191005567	191007067	ENSFM00500000274449	DUX4L7
3812	ENSG00000091073	7	76090993	76135312	ENSFM00500000270006	DTX2
3813	ENSG00000134504	18	24034874	24237365	ENSFM00500000270346	KCTD1
3814	ENSG00000260129	HG1032_PATCH	191008860	191010142	ENSFM00500000274449	DUX4L3
3815	ENSG00000100319	22	30126945	30163000	ENSFM00500000273564	ZMAT5
3816	ENSG00000261201	HG1032_PATCH	191012160	191013719	ENSFM00500000274449	DUX4L2
3817	ENSG00000112499	6	160592093	160698670	ENSFM00730001522106	SLC22A2
3818	ENSG00000179094	17	8043790	8059824	ENSFM00250000000774	PER1
3819	ENSG00000147872	9	19108373	19149288	ENSFM00250000001942	PLIN2
3820	ENSG00000174939	16	29911696	29931185	ENSFM00250000005876	ASPHD1
3821	ENSG00000135624	2	73460548	73480149	ENSFM00500000269991	CCT7
3822	ENSG00000260596	HG1032_PATCH	191094929	191107097	ENSFM00500000274449	DUX4
3823	ENSG00000129521	14	34393437	34931980	ENSFM00250000002351	EGLN3
3824	ENSG00000156671	10	76859344	76941881	ENSFM00570000851052	SAMD8
3825	ENSG00000182415	Y	20137667	20140477	ENSFM00500000270079	CDY2A
3826	ENSG00000085377	6	105725440	105850959	ENSFM00250000003032	PREP
3827	ENSG00000120563	10	29577990	29607257	ENSFM00500000273546	LYZL1
3828	ENSG00000184076	22	30163358	30166402	ENSFM00500000370961	UQCR10
3829	ENSG00000091157	18	54318574	54698828	ENSFM00250000001912	WDR7
3830	ENSG00000143382	1	150521884	150533413	ENSFM00500000270272	ADAMTSL4
3831	ENSG00000254647	11	2181009	2182571	ENSFM00670001236177	INS
3832	ENSG00000147606	8	92221722	92410378	ENSFM00250000000278	SLC26A7
3833	ENSG00000106028	7	141438121	141487722	ENSFM00250000006324	SSBP1
3834	ENSG00000101161	20	62612488	62664453	ENSFM00250000005097	PRPF6
3835	ENSG00000236967	HSCHR6_MHC_APD	29974877	29980498	ENSFM00250000008056	RNF39
3836	ENSG00000198457	HSCHR6_MHC_SSTO	31965200	32001297	ENSFM00720001492053	CYP21A2
3837	ENSG00000182533	3	8775486	8883492	ENSFM00500000269969	CAV3
3838	ENSG00000088766	20	5986736	6020699	ENSFM00500000271773	CRLS1
3839	ENSG00000172468	Y	20708557	20750849	ENSFM00500000273592	HSFY1
3840	ENSG00000177600	11	809647	812880	ENSFM00600000922276	RPLP2
3841	ENSG00000242384	17	34581086	34808061	ENSFM00500000270385	TBC1D3H
3842	ENSG00000050165	11	11984653	12031316	ENSFM00250000005818	DKK3
3843	ENSG00000166926	11	60102304	60164069	ENSFM00500000273621	MS4A6E
3844	ENSG00000013561	5	141337893	141369856	ENSFM00250000004235	RNF14
3845	ENSG00000085831	1	51752930	51810788	ENSFM00250000001284	TTC39A
3846	ENSG00000167110	9	131018108	131038274	ENSFM00500000270377	GOLGA2
3847	ENSG00000220023	GL000219.1	53831	99642	ENSFM00250000004017	AL592183.1
3848	ENSG00000111536	12	68595131	68619601	ENSFM00500000276443	IL26
3849	ENSG00000122859	10	71331454	71332994	ENSFM00500000274571	NEUROG3
3850	ENSG00000184428	8	144386554	144442149	ENSFM00730001521516	TOP1MT
3851	ENSG00000099785	19	8478154	8503901	ENSFM00250000003607	MARCH2
3852	ENSG00000180089	19	55738007	55741647	ENSFM00500000274767	TMEM86B
3853	ENSG00000185875	10	25305587	25315593	ENSFM00250000006707	THNSL1
3854	ENSG00000224542	HSCHR6_MHC_APD	30015058	30017715	ENSFM00500000274638	TRIM31
3855	ENSG00000185808	21	38431470	38445470	ENSFM00500000272508	PIGP
3856	ENSG00000143479	1	206808881	206857764	ENSFM00730001521431	DYRK3
3857	ENSG00000153012	4	25000469	25032501	ENSFM00250000002312	LGI2
3858	ENSG00000152782	10	91342745	91405215	ENSFM00730001521878	PANK1
3859	ENSG00000187959	17	71244588	71258491	ENSFM00500000270472	CPSF4L
3860	ENSG00000123338	12	54891495	54937726	ENSFM00250000001880	NCKAP1L
3861	ENSG00000106410	7	144094333	144107320	ENSFM00250000009532	NOBOX
3862	ENSG00000180914	3	8792094	8811314	ENSFM00260000050393	OXTR
3863	ENSG00000177324	X	18181051	18239024	ENSFM00740001589698	BEND2
3864	ENSG00000260692	HG79_PATCH	136227290	136232211	ENSFM00700001390183	SURF1
3865	ENSG00000182575	17	47653220	47661189	ENSFM00250000002244	NXPH3
3866	ENSG00000172782	17	72873428	72889708	ENSFM00250000007327	FADS6
3867	ENSG00000165660	10	126490354	126525239	ENSFM00500000271013	FAM175B
3868	ENSG00000151025	10	25463991	25891155	ENSFM00250000001603	GPR158
3869	ENSG00000177105	11	3848208	3862213	ENSFM00730001521186	RHOG
3870	ENSG00000166927	11	60145955	60163424	ENSFM00500000275711	MS4A7
3871	ENSG00000117308	1	24122089	24127271	ENSFM00250000003619	GALE
3872	ENSG00000145687	5	80708840	81047616	ENSFM00250000000946	SSBP2
3873	ENSG00000075131	15	66628544	66679084	ENSFM00250000006380	TIPIN
3874	ENSG00000111846	6	10492456	10629601	ENSFM00740001589338	GCNT2
3875	ENSG00000100325	22	30184597	30234271	ENSFM00250000003508	ASCC2
3876	ENSG00000224496	HSCHR6_MHC_APD	30040743	30053350	ENSFM00400000132035	TRIM40
3877	ENSG00000110931	12	121675497	121736111	ENSFM00250000001201	CAMKK2
3878	ENSG00000127318	12	68642022	68647387	ENSFM00250000007993	IL22
3879	ENSG00000127588	16	848041	850733	ENSFM00500000293741	GNG13
3880	ENSG00000179604	17	71279763	71308314	ENSFM00250000006209	CDC42EP4
